_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","1125","Application Data"
"0.065046","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=1058 Win=1452 Len=0 TSval=2679542068 TSecr=1101571451"
"0.065062","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.088719","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=1601 Win=1452 Len=0 TSval=2679542073 TSecr=1101571516"
"0.096298","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.097291","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.157198","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2144 Win=1452 Len=0 TSval=2679542091 TSecr=1101571549"
"0.159348","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.160452","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.184529","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.227384","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2687 Ack=1630 Win=5612 Len=0 TSval=1101571679 TSecr=2679542097"
"0.251850","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.251893","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2687 Ack=2173 Win=5608 Len=0 TSval=1101571703 TSecr=2679542114"
"0.253137","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.275572","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.275606","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3230 Ack=2716 Win=5608 Len=0 TSval=1101571727 TSecr=2679542120"
"0.313099","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2716 Ack=3230 Win=1452 Len=0 TSval=2679542130 TSecr=1101571704"
"0.432291","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.432317","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3230 Ack=3259 Win=5604 Len=0 TSval=1101571884 TSecr=2679542156"
"0.432752","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.497040","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=3259 Ack=3773 Win=1452 Len=0 TSval=2679542176 TSecr=1101571884"
"1.061042","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.086681","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=3259 Ack=4316 Win=1452 Len=0 TSval=2679542323 TSecr=1101572512"
"1.096019","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.096050","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4316 Ack=3802 Win=5608 Len=0 TSval=1101572547 TSecr=2679542325"
"1.096684","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.147637","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.148560","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.213511","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=4345 Ack=5402 Win=1452 Len=0 TSval=2679542355 TSecr=1101572600"
"1.229562","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.275263","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5402 Ack=4888 Win=5612 Len=0 TSval=1101572727 TSecr=2679542359"
"2.074652","172.18.0.2","54.38.73.16","TCP","1516","[TCP segment of a reassembled PDU]"
"2.074742","172.18.0.2","54.38.73.16","TLSv1.2","191","Application Data"
"2.100730","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=4888 Ack=6850 Win=1452 Len=0 TSval=2679542576 TSecr=1101573526"
"2.101557","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=4888 Ack=6973 Win=1452 Len=0 TSval=2679542577 TSecr=1101573526"
"2.112041","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"2.112057","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=6973 Ack=5431 Win=5608 Len=0 TSval=1101573563 TSecr=2679542579"
"2.112947","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.173231","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=5431 Ack=7516 Win=1452 Len=0 TSval=2679542595 TSecr=1101573564"
"2.187343","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"2.187365","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=7516 Ack=5974 Win=5608 Len=0 TSval=1101573639 TSecr=2679542598"
"2.187703","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.210378","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"2.210413","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=8059 Ack=7031 Win=5604 Len=0 TSval=1101573662 TSecr=2679542604"
"2.211257","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=7031 Ack=8059 Win=1452 Len=0 TSval=2679542604 TSecr=1101573639"
"2.211278","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.234945","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=7031 Ack=8602 Win=1452 Len=0 TSval=2679542610 TSecr=1101573663"
"2.234968","172.18.0.2","54.38.73.16","TLSv1.2","1125","Application Data"
"2.250489","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"2.291261","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=9659 Ack=8088 Win=5612 Len=0 TSval=1101573743 TSecr=2679542614"
"2.296817","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=8088 Ack=9659 Win=1452 Len=0 TSval=2679542626 TSecr=1101573686"
"2.358566","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"2.358602","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=9659 Ack=8631 Win=5608 Len=0 TSval=1101573810 TSecr=2679542641"
"2.358977","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.382146","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=8631 Ack=10202 Win=1452 Len=0 TSval=2679542647 TSecr=1101573810"
"2.473879","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"2.473902","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=10202 Ack=9174 Win=5608 Len=0 TSval=1101573925 TSecr=2679542670"
"2.810080","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"2.810120","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=10202 Ack=9717 Win=5604 Len=0 TSval=1101574261 TSecr=2679542754"
"2.811169","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.836101","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=9717 Ack=10745 Win=1452 Len=0 TSval=2679542760 TSecr=1101574262"
"3.077595","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"3.080050","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"3.080092","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=11288 Ack=10260 Win=5608 Len=0 TSval=1101574531 TSecr=2679542808"
"3.103615","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=10260 Ack=11288 Win=1452 Len=0 TSval=2679542827 TSecr=1101574529"
"3.111600","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
