_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.063529","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=544 Win=1452 Len=0 TSval=2679560923 TSecr=1101646873"
"0.582090","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.583318","172.18.0.2","54.38.73.16","TCP","1516","[TCP segment of a reassembled PDU]"
"0.583401","172.18.0.2","54.38.73.16","TLSv1.2","705","Application Data"
"0.607674","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=1992 Win=1452 Len=0 TSval=2679561059 TSecr=1101647456"
"0.607698","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2629 Win=1452 Len=0 TSval=2679561059 TSecr=1101647456"
"0.992759","54.38.73.16","172.18.0.2","TLSv1.2","1639","Application Data"
"0.992945","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=2115 Win=5600 Len=0 TSval=1101647866 TSecr=2679561145"
"1.000383","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.024116","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2115 Ack=3172 Win=1452 Len=0 TSval=2679561163 TSecr=1101647873"
"1.605825","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.606733","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.631202","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2658 Ack=3715 Win=1452 Len=0 TSval=2679561315 TSecr=1101648480"
"1.960470","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"1.960638","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6285 Win=5584 Len=0 TSval=1101648834 TSecr=2679561397"
"1.981619","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"1.981641","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=9181 Win=5596 Len=0 TSval=1101648855 TSecr=2679561402"
"1.984344","54.38.73.16","172.18.0.2","TLSv1.2","1342","Application Data, Application Data"
"1.991608","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"1.991629","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=13351 Win=5596 Len=0 TSval=1101648865 TSecr=2679561403"
"2.011782","54.38.73.16","172.18.0.2","TLSv1.2","7308","Application Data, Application Data, Application Data"
"2.011956","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=20591 Win=5565 Len=0 TSval=1101648885 TSecr=2679561410"
"2.016132","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"2.016153","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=23487 Win=5596 Len=0 TSval=1101648889 TSecr=2679561411"
"2.023485","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=23487 Ack=3715 Win=1452 Len=1448 TSval=2679561413 TSecr=1101648865 [TCP segment of a reassembled PDU]"
"2.036941","54.38.73.16","172.18.0.2","TLSv1.2","5837","Application Data, Application Data, Application Data"
