_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.063584","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=544 Win=1452 Len=0 TSval=2673414696 TSecr=1077062142"
"0.544161","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.544182","54.38.73.16","172.18.0.2","TCP","611","[TCP Retransmission] 21002 → 36876 [PSH, ACK] Seq=1 Ack=544 Win=1452 Len=543 TSval=2673414802 TSecr=1077062142"
"0.544244","172.18.0.2","54.38.73.16","TCP","80","36876 → 21002 [ACK] Seq=544 Ack=544 Win=5608 Len=0 TSval=1077062686 TSecr=2673414802 SLE=1 SRE=544"
"0.545393","172.18.0.2","54.38.73.16","TCP","1516","[TCP segment of a reassembled PDU]"
"0.545477","172.18.0.2","54.38.73.16","TLSv1.2","705","Application Data"
"0.569496","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2629 Win=1450 Len=0 TSval=2673414822 TSecr=1077062688"
"1.159642","54.38.73.16","172.18.0.2","TLSv1.2","1639","Application Data"
"1.159695","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=2115 Win=5600 Len=0 TSval=1077063302 TSecr=2673414946"
"1.166134","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.190088","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2115 Ack=3172 Win=1452 Len=0 TSval=2673414977 TSecr=1077063308"
"1.568457","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.568518","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3172 Ack=2658 Win=5608 Len=0 TSval=1077063711 TSecr=2673415064"
"1.569520","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.592790","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2658 Ack=3715 Win=1452 Len=0 TSval=2673415078 TSecr=1077063712"
"1.932556","02:42:09:5f:bf:77","","ARP","44","Who has 172.18.0.2? Tell 172.18.0.1"
"1.932603","02:42:ac:12:00:02","","ARP","44","172.18.0.2 is at 02:42:ac:12:00:02"
"1.946349","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.988526","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=3201 Win=5612 Len=0 TSval=1077064131 TSecr=2673415166"
"2.047948","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"2.048003","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6097 Win=5595 Len=0 TSval=1077064190 TSecr=2673415192"
"2.072210","54.38.73.16","172.18.0.2","TLSv1.2","799","Application Data"
"2.072249","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6828 Win=5593 Len=0 TSval=1077064214 TSecr=2673415198"
"2.075023","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"2.075058","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=8276 Win=5593 Len=0 TSval=1077064217 TSecr=2673415198"
"2.087730","54.38.73.16","172.18.0.2","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.087766","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=9724 Win=5593 Len=0 TSval=1077064230 TSecr=2673415202"
"2.088176","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.095652","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=9724 Ack=3715 Win=1452 Len=1448 TSval=2673415204 TSecr=1077064214 [TCP segment of a reassembled PDU]"
"2.095688","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=11172 Win=5593 Len=0 TSval=1077064238 TSecr=2673415204"
"2.099487","54.38.73.16","172.18.0.2","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.099524","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=12620 Win=5593 Len=0 TSval=1077064242 TSecr=2673415204"
