_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.026296","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=544 Win=1452 Len=0 TSval=2675092291 TSecr=1083772513"
"2.567023","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"2.567089","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=544 Ack=544 Win=5608 Len=0 TSval=1083775080 TSecr=2675092906"
"2.568224","172.18.0.2","54.38.73.16","TCP","1516","[TCP segment of a reassembled PDU]"
"2.568313","172.18.0.2","54.38.73.16","TLSv1.2","705","Application Data"
"2.595424","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2629 Win=1448 Len=0 TSval=2675092933 TSecr=1083775081"
"3.179775","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"3.221315","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=1087 Win=5612 Len=0 TSval=1083775735 TSecr=2675093036"
"4.408677","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"4.408732","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=2144 Win=5604 Len=0 TSval=1083776922 TSecr=2675093336"
"4.414962","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"4.440846","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2144 Ack=3172 Win=1452 Len=0 TSval=2675093394 TSecr=1083776928"
"4.925550","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"4.925601","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3172 Ack=2687 Win=5608 Len=0 TSval=1083777439 TSecr=2675093516"
"4.926485","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"4.950227","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2687 Ack=3715 Win=1452 Len=0 TSval=2675093522 TSecr=1083777440"
"5.787276","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"5.787322","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6314 Win=5584 Len=0 TSval=1083778301 TSecr=2675093731"
"5.819679","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"5.819710","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=9941 Win=5580 Len=0 TSval=1083778333 TSecr=2675093739"
"5.840541","54.38.73.16","172.18.0.2","TLSv1.2","7308","Application Data"
"5.840608","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=17181 Win=5565 Len=0 TSval=1083778354 TSecr=2675093744"
"5.843441","54.38.73.16","172.18.0.2","TLSv1.2","82","Application Data"
"5.843468","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=17195 Win=5609 Len=0 TSval=1083778357 TSecr=2675093745"
"5.849707","54.38.73.16","172.18.0.2","TLSv1.2","4412","Application Data"
"5.849733","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=21539 Win=5580 Len=0 TSval=1083778363 TSecr=2675093747"
"5.850109","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"5.864491","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=21539 Ack=3715 Win=1452 Len=1448 TSval=2675093751 TSecr=1083778354 [TCP segment of a reassembled PDU]"
"5.867920","54.38.73.16","172.18.0.2","TLSv1.2","502","Application Data"
"5.867946","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=23421 Win=5593 Len=0 TSval=1083778381 TSecr=2675093751"
"5.875266","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=23421 Ack=4258 Win=1452 Len=0 TSval=2675093753 TSecr=1083778363"
"5.895410","54.38.73.16","172.18.0.2","TLSv1.2","4145","Application Data"
"5.895418","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"5.895640","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=28946 Win=5582 Len=0 TSval=1083778409 TSecr=2675093758"
"5.895697","54.38.73.16","172.18.0.2","TLSv1.2","5860","Application Data [TCP segment of a reassembled PDU]"
"5.895740","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=34738 Win=5552 Len=0 TSval=1083778409 TSecr=2675093758"
"5.896365","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"5.920156","54.38.73.16","172.18.0.2","TLSv1.2","1717","Application Data, Application Data"
"5.920186","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=36387 Win=5601 Len=0 TSval=1083778433 TSecr=2675093765"
"5.926691","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"5.926822","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=39283 Win=5596 Len=0 TSval=1083778440 TSecr=2675093766"
"5.937946","54.38.73.16","172.18.0.2","TLSv1.2","4412","Application Data [TCP segment of a reassembled PDU]"
"5.938141","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=43627 Win=5580 Len=0 TSval=1083778451 TSecr=2675093769"
"5.943086","54.38.73.16","172.18.0.2","TLSv1.2","625","Application Data, Application Data"
"5.960050","54.38.73.16","172.18.0.2","TLSv1.2","5860","Application Data"
"5.960084","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=49976 Win=5581 Len=0 TSval=1083778473 TSecr=2675093770"
"5.962635","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=49976 Ack=4801 Win=1452 Len=1448 TSval=2675093775 TSecr=1083778451 [TCP segment of a reassembled PDU]"
"5.984628","54.38.73.16","172.18.0.2","TLSv1.2","596","Application Data"
"5.984664","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=51952 Win=5593 Len=0 TSval=1083778498 TSecr=2675093775"
"5.995086","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"6.059804","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=51952 Ack=5344 Win=1452 Len=0 TSval=2675093800 TSecr=1083778508"
"6.560251","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"6.561213","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"6.567866","54.38.73.16","172.18.0.2","TLSv1.2","611","[TCP Spurious Retransmission] , Application Data"
"6.567907","172.18.0.2","54.38.73.16","TCP","80","[TCP Dup ACK 54#1] 36876 → 21002 [ACK] Seq=5887 Ack=52495 Win=5612 Len=0 TSval=1083779081 TSecr=2675093927 SLE=51952 SRE=52495"
"6.585987","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=52495 Ack=5887 Win=1452 Len=0 TSval=2675093931 TSecr=1083779074"
"9.017445","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"9.017498","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=53943 Win=5601 Len=0 TSval=1083781531 TSecr=2675094531"
"9.017598","54.38.73.16","172.18.0.2","TLSv1.2","2247","Application Data"
"9.017634","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=56122 Win=5584 Len=0 TSval=1083781531 TSecr=2675094531"
"9.061620","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"9.061654","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=59749 Win=5580 Len=0 TSval=1083781575 TSecr=2675094550"
"9.085626","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"9.085661","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=60806 Win=5593 Len=0 TSval=1083781599 TSecr=2675094556"
"9.148195","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"9.148230","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=64433 Win=5580 Len=0 TSval=1083781661 TSecr=2675094571"
"9.172903","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"9.172943","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=67329 Win=5596 Len=0 TSval=1083781686 TSecr=2675094578"
"9.173169","54.38.73.16","172.18.0.2","TLSv1.2","799","Application Data"
"9.173195","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=68060 Win=5593 Len=0 TSval=1083781686 TSecr=2675094578"
"9.186402","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"9.186436","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=70956 Win=5596 Len=0 TSval=1083781700 TSecr=2675094581"
"9.199287","54.38.73.16","172.18.0.2","TLSv1.2","1342","Application Data, Application Data"
"9.199324","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=72230 Win=5593 Len=0 TSval=1083781713 TSecr=2675094584"
"9.223314","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"9.223366","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=73287 Win=5593 Len=0 TSval=1083781737 TSecr=2675094590"
"9.223773","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"9.248161","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=73287 Ack=6430 Win=1452 Len=0 TSval=2675094596 TSecr=1083781737"
"9.427843","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"9.427879","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=6430 Ack=76914 Win=5584 Len=0 TSval=1083781941 TSecr=2675094623"
"9.427848","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
