_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.026909","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=544 Win=1452 Len=0 TSval=2674884033 TSecr=1082939487"
"0.613998","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.614064","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=544 Ack=544 Win=5608 Len=0 TSval=1082940101 TSecr=2674884164"
"0.615018","172.18.0.2","54.38.73.16","TCP","1516","[TCP segment of a reassembled PDU]"
"0.615085","172.18.0.2","54.38.73.16","TLSv1.2","705","Application Data"
"0.639102","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2629 Win=1448 Len=0 TSval=2674884186 TSecr=1082940102"
"1.233202","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.233258","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=1087 Win=5608 Len=0 TSval=1082940720 TSecr=2674884312"
"1.271694","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"1.271743","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=2144 Win=5600 Len=0 TSval=1082940758 TSecr=2674884344"
"1.279187","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.303394","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2144 Ack=3172 Win=1452 Len=0 TSval=2674884352 TSecr=1082940766"
"1.740589","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.740654","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3172 Ack=2687 Win=5608 Len=0 TSval=1082941227 TSecr=2674884457"
"1.741674","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.765941","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2687 Ack=3715 Win=1452 Len=0 TSval=2674884468 TSecr=1082941228"
"2.363657","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"2.403847","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=3230 Win=5612 Len=0 TSval=1082941891 TSecr=2674884617"
"2.457629","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"2.457669","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6126 Win=5596 Len=0 TSval=1082941944 TSecr=2674884640"
"2.457996","54.38.73.16","172.18.0.2","TLSv1.2","1249","Application Data"
"2.458036","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=7307 Win=5604 Len=0 TSval=1082941945 TSecr=2674884640"
"2.458014","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"2.458079","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=8755 Win=5597 Len=0 TSval=1082941945 TSecr=2674884640"
"2.458449","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.482433","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"2.482465","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=11651 Win=5596 Len=0 TSval=1082941969 TSecr=2674884647"
"2.483465","54.38.73.16","172.18.0.2","TCP","68","[TCP Previous segment not captured] 21002 → 36876 [ACK] Seq=14111 Ack=4258 Win=1452 Len=0 TSval=2674884647 TSecr=1082941945"
"2.483491","54.38.73.16","172.18.0.2","TCP","2528","[TCP Retransmission] 21002 → 36876 [PSH, ACK] Seq=11651 Ack=3715 Win=1452 Len=2460 TSval=2674884647 TSecr=1082941945"
"2.483523","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=14111 Win=5598 Len=0 TSval=1082941970 TSecr=2674884647"
"2.506722","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"2.506754","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=17007 Win=5596 Len=0 TSval=1082941994 TSecr=2674884653"
"2.506919","54.38.73.16","172.18.0.2","TLSv1.2","799","Application Data"
"2.506950","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=17738 Win=5593 Len=0 TSval=1082941994 TSecr=2674884653"
"2.523318","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"2.523364","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=19186 Win=5593 Len=0 TSval=1082942010 TSecr=2674884657"
"2.530896","54.38.73.16","172.18.0.2","TLSv1.2","3304","Application Data, Application Data"
"2.530932","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=22422 Win=5580 Len=0 TSval=1082942018 TSecr=2674884659"
"2.554562","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"2.554594","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=23870 Win=5593 Len=0 TSval=1082942041 TSecr=2674884665"
"2.557722","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"2.557756","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=26766 Win=5596 Len=0 TSval=1082942045 TSecr=2674884665"
"2.565842","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=26766 Ack=4258 Win=1452 Len=1448 TSval=2674884668 TSecr=1082942018 [TCP segment of a reassembled PDU]"
"2.565883","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=28214 Win=5593 Len=0 TSval=1082942053 TSecr=2674884668"
"2.578431","54.38.73.16","172.18.0.2","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.578462","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=29662 Win=5593 Len=0 TSval=1082942065 TSecr=2674884671"
"2.579012","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.581316","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=29662 Ack=4258 Win=1452 Len=1448 TSval=2674884672 TSecr=1082942045 [TCP segment of a reassembled PDU]"
"2.589476","54.38.73.16","172.18.0.2","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.589509","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=32558 Win=5593 Len=0 TSval=1082942076 TSecr=2674884672"
"2.590398","54.38.73.16","172.18.0.2","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.602593","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=34006 Ack=4258 Win=1452 Len=1448 TSval=2674884677 TSecr=1082942065 [TCP segment of a reassembled PDU]"
"2.602668","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=35454 Win=5593 Len=0 TSval=1082942089 TSecr=2674884674"
"2.614359","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"2.614406","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=38350 Win=5596 Len=0 TSval=1082942101 TSecr=2674884680"
"2.627213","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"2.627251","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=41246 Win=5596 Len=0 TSval=1082942114 TSecr=2674884683"
"2.639688","54.38.73.16","172.18.0.2","TLSv1.2","2550","Application Data, Application Data"
"2.639723","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=43728 Win=5597 Len=0 TSval=1082942126 TSecr=2674884686"
"2.651279","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"2.651416","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=46624 Win=5596 Len=0 TSval=1082942138 TSecr=2674884689"
"2.662747","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data, Application Data"
"2.662787","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=49520 Win=5596 Len=0 TSval=1082942150 TSecr=2674884692"
"2.676512","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"2.676539","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=52416 Win=5596 Len=0 TSval=1082942163 TSecr=2674884695"
"2.685848","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"2.685877","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=55312 Win=5596 Len=0 TSval=1082942173 TSecr=2674884698"
"2.686300","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.691134","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=55312 Ack=4801 Win=1452 Len=1448 TSval=2674884699 TSecr=1082942150 [TCP segment of a reassembled PDU]"
"2.700190","54.38.73.16","172.18.0.2","TLSv1.2","2116","Application Data, Application Data"
"2.700218","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5344 Ack=58808 Win=5599 Len=0 TSval=1082942187 TSecr=2674884699"
"2.737226","54.38.73.16","172.18.0.2","TLSv1.2","2667","Application Data"
"2.737278","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.802112","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=61407 Ack=5887 Win=1452 Len=0 TSval=2674884727 TSecr=1082942224"
"2.802188","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.865736","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=61407 Ack=6430 Win=1452 Len=0 TSval=2674884743 TSecr=1082942289"
"3.384322","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"3.385278","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"3.409556","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=61950 Ack=6973 Win=1452 Len=0 TSval=2674884879 TSecr=1082942872"
