_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.025317","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=544 Win=1452 Len=0 TSval=2675936013 TSecr=1087147380"
"0.205640","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.205680","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=544 Ack=544 Win=5608 Len=0 TSval=1087147586 TSecr=2675936058"
"0.206889","172.18.0.2","54.38.73.16","TLSv1.2","2153","Application Data"
"0.231209","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2629 Win=1450 Len=0 TSval=2675936065 TSecr=1087147587"
"0.437154","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.478558","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=1087 Win=5612 Len=0 TSval=1087147859 TSecr=2675936116"
"0.503400","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"0.503460","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=2144 Win=5604 Len=0 TSval=1087147884 TSecr=2675936133"
"0.511408","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.535828","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2144 Ack=3172 Win=1452 Len=0 TSval=2675936141 TSecr=1087147892"
"0.795835","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.795904","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3172 Ack=2687 Win=5608 Len=0 TSval=1087148176 TSecr=2675936194"
"0.796927","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.820512","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2687 Ack=3715 Win=1452 Len=0 TSval=2675936212 TSecr=1087148177"
"1.054268","54.38.73.16","172.18.0.2","TLSv1.2","4238","Application Data, Application Data"
"1.054327","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6857 Win=5580 Len=0 TSval=1087148434 TSecr=2675936270"
"1.084002","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"1.084038","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=8305 Win=5593 Len=0 TSval=1087148464 TSecr=2675936278"
"1.084614","54.38.73.16","172.18.0.2","TLSv1.2","2247","Application Data"
"1.084648","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=10484 Win=5599 Len=0 TSval=1087148465 TSecr=2675936278"
"1.094334","54.38.73.16","172.18.0.2","TLSv1.2","7308","Application Data"
"1.094412","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=17724 Win=5565 Len=0 TSval=1087148475 TSecr=2675936281"
"1.107842","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data, Application Data"
"1.107876","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=20620 Win=5596 Len=0 TSval=1087148488 TSecr=2675936283"
"1.108359","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.109899","54.38.73.16","172.18.0.2","TLSv1.2","1870","Application Data"
"1.109931","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=22422 Win=5600 Len=0 TSval=1087148490 TSecr=2675936285"
"1.114271","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"1.143934","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"1.143967","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=26766 Win=5596 Len=0 TSval=1087148524 TSecr=2675936286"
"1.144301","54.38.73.16","172.18.0.2","TCP","68","[TCP Previous segment not captured] 21002 → 36876 [ACK] Seq=32558 Ack=4258 Win=1452 Len=0 TSval=2675936293 TSecr=1087148488"
"1.144343","54.38.73.16","172.18.0.2","TCP","2964","[TCP Out-Of-Order] 21002 → 36876 [ACK] Seq=26766 Ack=3715 Win=1452 Len=2896 TSval=2675936293 TSecr=1087148475 [TCP segment of a reassembled PDU]"
"1.144349","54.38.73.16","172.18.0.2","TCP","2964","[TCP Retransmission] 21002 → 36876 [ACK] Seq=29662 Ack=3715 Win=1452 Len=2896 TSval=2675936293 TSecr=1087148488"
"1.144355","54.38.73.16","172.18.0.2","TLSv1.2","2384","Ignored Unknown Record"
"1.144451","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=34874 Win=5542 Len=0 TSval=1087148525 TSecr=2675936293"
"1.145027","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.205925","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=34874 Ack=4801 Win=1452 Len=0 TSval=2675936309 TSecr=1087148525"
"1.205968","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.230103","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=34874 Ack=5344 Win=1452 Len=0 TSval=2675936315 TSecr=1087148586"
"1.418637","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.419562","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.443642","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=35417 Ack=5887 Win=1452 Len=0 TSval=2675936368 TSecr=1087148800"
"1.661705","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"1.661874","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=39044 Win=5584 Len=0 TSval=1087149042 TSecr=2675936422"
"1.681512","54.38.73.16","172.18.0.2","TLSv1.2","8756","Application Data, Application Data"
"1.681666","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=47732 Win=5566 Len=0 TSval=1087149062 TSecr=2675936427"
"1.685049","54.38.73.16","172.18.0.2","TLSv1.2","205","Application Data"
"1.726564","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=47869 Win=5612 Len=0 TSval=1087149107 TSecr=2675936428"
"1.755990","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"1.756053","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=51496 Win=5584 Len=0 TSval=1087149136 TSecr=2675936446"
"1.774048","54.38.73.16","172.18.0.2","TLSv1.2","4412","Application Data"
