_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.063409","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=544 Win=1452 Len=0 TSval=2673087636 TSecr=1075753914"
"0.210148","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.211294","172.18.0.2","54.38.73.16","TCP","1516","[TCP segment of a reassembled PDU]"
"0.211379","172.18.0.2","54.38.73.16","TLSv1.2","705","Application Data"
"0.235353","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2629 Win=1450 Len=0 TSval=2673087679 TSecr=1075754125"
"0.474720","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.516977","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=1087 Win=5612 Len=0 TSval=1075754431 TSecr=2673087738"
"0.540909","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"0.540969","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=2144 Win=5604 Len=0 TSval=1075754455 TSecr=2673087755"
"0.548383","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.573165","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2144 Ack=3172 Win=1452 Len=0 TSval=2673087763 TSecr=1075754462"
"0.814361","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.814421","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3172 Ack=2687 Win=5608 Len=0 TSval=1075754728 TSecr=2673087822"
"0.815464","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.838984","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2687 Ack=3715 Win=1452 Len=0 TSval=2673087830 TSecr=1075754729"
"1.075900","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"1.075954","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6314 Win=5584 Len=0 TSval=1075754990 TSecr=2673087888"
"1.118422","54.38.73.16","172.18.0.2","TLSv1.2","4145","Application Data"
"1.118469","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=10391 Win=5589 Len=0 TSval=1075755032 TSecr=2673087899"
"1.118433","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"1.118500","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=13287 Win=5567 Len=0 TSval=1075755032 TSecr=2673087899"
"1.130200","54.38.73.16","172.18.0.2","TLSv1.2","7308","Application Data, Application Data"
"1.130241","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=20527 Win=5564 Len=0 TSval=1075755044 TSecr=2673087902"
"1.143214","54.38.73.16","172.18.0.2","TLSv1.2","14386","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1.143275","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=34845 Win=5536 Len=0 TSval=1075755057 TSecr=2673087905"
"1.144429","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.154485","54.38.73.16","172.18.0.2","TLSv1.2","7308","Application Data"
"1.154526","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=42085 Win=5564 Len=0 TSval=1075755068 TSecr=2673087908"
"1.155708","54.38.73.16","172.18.0.2","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"1.179082","54.38.73.16","172.18.0.2","TCP","68","[TCP Previous segment not captured] 21002 → 36876 [ACK] Seq=58013 Ack=4258 Win=1452 Len=0 TSval=2673087912 TSecr=1075755058"
"1.179104","54.38.73.16","172.18.0.2","TCP","14548","[TCP Retransmission] 21002 → 36876 [ACK] Seq=43533 Ack=3715 Win=1452 Len=14480 TSval=2673087912 TSecr=1075755057"
"1.179299","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=58013 Win=5535 Len=0 TSval=1075755093 TSecr=2673087908"
"1.180533","172.18.0.2","54.38.73.16","TLSv1.2","1125","Application Data"
"1.182734","54.38.73.16","172.18.0.2","TLSv1.2","8756","Ignored Unknown Record"
