_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.063971","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=544 Win=1452 Len=0 TSval=2676899167 TSecr=1090999926"
"0.372696","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.372777","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=544 Ack=544 Win=5608 Len=0 TSval=1091000299 TSecr=2676899237"
"0.373887","172.18.0.2","54.38.73.16","TLSv1.2","2153","Application Data"
"0.401183","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2629 Win=1450 Len=0 TSval=2676899251 TSecr=1091000300"
"0.783484","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.824398","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=1087 Win=5612 Len=0 TSval=1091000751 TSecr=2676899339"
"0.849420","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"0.849477","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=2144 Win=5604 Len=0 TSval=1091000776 TSecr=2676899363"
"0.856867","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.884533","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2144 Ack=3172 Win=1452 Len=0 TSval=2676899372 TSecr=1091000783"
"1.295601","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.295659","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3172 Ack=2687 Win=5608 Len=0 TSval=1091001222 TSecr=2676899452"
"1.296645","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.320859","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2687 Ack=3715 Win=1452 Len=0 TSval=2676899481 TSecr=1091001223"
"1.567900","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"1.567953","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6314 Win=5584 Len=0 TSval=1091001494 TSecr=2676899543"
"1.580343","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"1.580376","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=9210 Win=5596 Len=0 TSval=1091001507 TSecr=2676899546"
"1.589983","54.38.73.16","172.18.0.2","TLSv1.2","4412","Application Data [TCP segment of a reassembled PDU]"
"1.590025","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=13554 Win=5580 Len=0 TSval=1091001516 TSecr=2676899548"
"1.593138","54.38.73.16","172.18.0.2","TLSv1.2","1139","Application Data, Application Data"
"1.593175","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=14625 Win=5593 Len=0 TSval=1091001519 TSecr=2676899549"
"1.604833","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"1.604867","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=17521 Win=5596 Len=0 TSval=1091001531 TSecr=2676899551"
"1.616790","54.38.73.16","172.18.0.2","TLSv1.2","111","[TCP Previous segment not captured] , Ignored Unknown Record"
"1.616838","172.18.0.2","54.38.73.16","TCP","80","[TCP Window Update] 36876 → 21002 [ACK] Seq=3715 Ack=17521 Win=5609 Len=0 TSval=1091001543 TSecr=2676899551 SLE=21865 SRE=21908"
"1.616805","54.38.73.16","172.18.0.2","TCP","4412","[TCP Out-Of-Order] 21002 → 36876 [ACK] Seq=17521 Ack=3715 Win=1452 Len=4344 TSval=2676899554 TSecr=1091001516"
"1.616873","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=21908 Win=5577 Len=0 TSval=1091001543 TSecr=2676899554"
"1.617774","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.642334","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=21908 Ack=4258 Win=1452 Len=0 TSval=2676899561 TSecr=1091001544"
"1.704909","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"1.704944","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=25535 Win=5580 Len=0 TSval=1091001631 TSecr=2676899577"
"1.715203","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
