_ws.col.Time,_ws.col.Source,_ws.col.Destination,_ws.col.Protocol,_ws.col.Length,_ws.col.Info
"0.000000","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.065036","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=1 Ack=544 Win=1452 Len=0 TSval=2678239197 TSecr=1096360005"
"0.276621","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.276665","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=544 Ack=544 Win=5608 Len=0 TSval=1096360282 TSecr=2678239239"
"0.277794","172.18.0.2","54.38.73.16","TCP","1516","[TCP segment of a reassembled PDU]"
"0.277876","172.18.0.2","54.38.73.16","TLSv1.2","705","Application Data"
"0.302084","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=544 Ack=2629 Win=1450 Len=0 TSval=2678239256 TSecr=1096360283"
"0.544203","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.544250","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=1087 Win=5608 Len=0 TSval=1096360549 TSecr=2678239316"
"0.600387","54.38.73.16","172.18.0.2","TLSv1.2","1125","Application Data"
"0.600412","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=2629 Ack=2144 Win=5600 Len=0 TSval=1096360605 TSecr=2678239330"
"0.606425","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.631119","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2144 Ack=3172 Win=1452 Len=0 TSval=2678239338 TSecr=1096360611"
"0.898569","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"0.898614","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3172 Ack=2687 Win=5608 Len=0 TSval=1096360904 TSecr=2678239396"
"0.899696","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"0.924014","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=2687 Ack=3715 Win=1452 Len=0 TSval=2678239411 TSecr=1096360905"
"1.198008","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.241761","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=3230 Win=5612 Len=0 TSval=1096361247 TSecr=2678239474"
"1.256331","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"1.256356","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6126 Win=5596 Len=0 TSval=1096361261 TSecr=2678239494"
"1.267525","54.38.73.16","172.18.0.2","TLSv1.2","799","Application Data"
"1.267569","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=6857 Win=5593 Len=0 TSval=1096361272 TSecr=2678239497"
"1.289696","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"1.289722","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=9753 Win=5596 Len=0 TSval=1096361295 TSecr=2678239503"
"1.291982","54.38.73.16","172.18.0.2","TLSv1.2","799","Application Data"
"1.292015","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=3715 Ack=10484 Win=5593 Len=0 TSval=1096361297 TSecr=2678239503"
"1.298853","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.324096","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=10484 Ack=4258 Win=1452 Len=0 TSval=2678239511 TSecr=1096361304"
"1.606689","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.606734","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4258 Ack=11027 Win=5608 Len=0 TSval=1096361612 TSecr=2678239564"
"1.607748","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"1.632251","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=11027 Ack=4801 Win=1452 Len=0 TSval=2678239588 TSecr=1096361613"
"1.914589","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"1.914633","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=14654 Win=5584 Len=0 TSval=1096361920 TSecr=2678239654"
"1.943879","54.38.73.16","172.18.0.2","TLSv1.2","3695","Application Data"
"1.943904","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=18281 Win=5580 Len=0 TSval=1096361949 TSecr=2678239666"
"1.969997","54.38.73.16","172.18.0.2","TLSv1.2","611","Application Data"
"1.970021","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=18824 Win=5593 Len=0 TSval=1096361975 TSecr=2678239672"
"1.987593","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"1.987618","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=21720 Win=5596 Len=0 TSval=1096361993 TSecr=2678239677"
"1.994454","54.38.73.16","172.18.0.2","TLSv1.2","799","Application Data"
"1.994479","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=22451 Win=5593 Len=0 TSval=1096361999 TSecr=2678239679"
"2.022929","54.38.73.16","172.18.0.2","TLSv1.2","4145","Application Data"
"2.022957","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=4801 Ack=26528 Win=5580 Len=0 TSval=1096362028 TSecr=2678239686"
"2.023518","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.043846","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data"
"2.044029","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5344 Ack=29424 Win=5596 Len=0 TSval=1096362049 TSecr=2678239691"
"2.046434","54.38.73.16","172.18.0.2","TLSv1.2","892","Application Data"
"2.047925","54.38.73.16","172.18.0.2","TCP","68","21002 → 36876 [ACK] Seq=30248 Ack=5344 Win=1452 Len=0 TSval=2678239692 TSecr=1096362028"
"2.066286","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"2.066310","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5344 Ack=33144 Win=5596 Len=0 TSval=1096362071 TSecr=2678239692"
"2.092344","54.38.73.16","172.18.0.2","TLSv1.2","1342","Application Data, Application Data"
"2.098909","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"2.098933","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5344 Ack=37314 Win=5596 Len=0 TSval=1096362104 TSecr=2678239703"
"2.110159","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data [TCP segment of a reassembled PDU]"
"2.110184","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5344 Ack=40210 Win=5596 Len=0 TSval=1096362115 TSecr=2678239708"
"2.110664","172.18.0.2","54.38.73.16","TLSv1.2","611","Application Data"
"2.122270","54.38.73.16","172.18.0.2","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.122675","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=41658 Ack=5344 Win=1452 Len=1448 TSval=2678239711 TSecr=1096362071 [TCP segment of a reassembled PDU]"
"2.122812","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=43106 Win=5612 Len=0 TSval=1096362128 TSecr=2678239711"
"2.123742","54.38.73.16","172.18.0.2","TLSv1.2","1233","Application Data"
"2.133801","54.38.73.16","172.18.0.2","TCP","1516","[TCP segment of a reassembled PDU]"
"2.133972","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=45719 Win=5593 Len=0 TSval=1096362139 TSecr=2678239711"
"2.156231","54.38.73.16","172.18.0.2","TLSv1.2","1516","Application Data [TCP segment of a reassembled PDU]"
"2.156574","54.38.73.16","172.18.0.2","TCP","1516","21002 → 36876 [ACK] Seq=47167 Ack=5887 Win=1452 Len=1448 TSval=2678239719 TSecr=1096362116 [TCP segment of a reassembled PDU]"
"2.156641","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=48615 Win=5577 Len=0 TSval=1096362162 TSecr=2678239719"
"2.158952","54.38.73.16","172.18.0.2","TLSv1.2","1436","Application Data"
"2.167359","54.38.73.16","172.18.0.2","TCP","2964","[TCP segment of a reassembled PDU]"
"2.167381","172.18.0.2","54.38.73.16","TCP","68","36876 → 21002 [ACK] Seq=5887 Ack=52879 Win=5596 Len=0 TSval=1096362172 TSecr=2678239720"
"2.190490","54.38.73.16","172.18.0.2","TLSv1.2","2964","Application Data, Application Data"
